id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
946,Film,2,"[{'object': 'Tom_Simon', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': 'Tom_Simon', 'property': 'producer', 'subject': 'Death_on_a_Factory_Farm'}]","['""Death on a Factory Farm"" is a movie produced by Tom Simon and directed by Tom Simon.', ""'Death on a Factory Farm' was directed and produced by Tom Simon."", 'Tom Simon was the producer and director of ""Death on a Factory Farm"".']","Tom Simon is the director and producer of the documentary film ""Death on a Factory Farm"".",0.28877001087269344,0.8127088554720133,0.9239599704742432
947,Company,6,"[{'object': 'Pharmaceuticals', 'property': 'industry', 'subject': 'Hypermarcas'}, {'object': 'S.A._(corporation)', 'property': 'type', 'subject': 'Hypermarcas'}, {'object': 'Mantecorp', 'property': 'subsidiary', 'subject': 'Hypermarcas'}, {'object': '108600000', 'property': 'netIncome', 'subject': 'Hypermarcas'}, {'object': '10252', 'property': 'numberOfEmployees', 'subject': 'Hypermarcas'}, {'object': 'Healthcare', 'property': 'product', 'subject': 'Hypermarcas'}]","['Operating as an S.A. corporation and parent to Mantecorp, Hypermarcas is a pharmaceutical company that makes healthcare products. Hypermarcas has 10,252 employees and a net income of $108,600,000.', 'Hypermarcas is a type of S.A. corporation that produces healthcare products in the pharmaceutical industry. With 10252 employees, Hypermarcas has a net income of 108,600,000 and a subsidiary called Mantecorp.', 'Hypermarcas is an S.A. corporation in the pharmaceutical industry. They sell healthcare products and own the subsidiary Mantecorp. They employ 10,252 people and have a net income of $108,600,000.']","Hypermarcas is a company in the Pharmaceuticals industry. It is a S.A. corporation. Mantecorp is a subsidiary of Hypermarcas. Hypermarcas has a net income of 108,600,000 and employs 10,252 people. It produces healthcare products.",0.3113928783511005,0.626342642320086,2.1513819694519043
948,Film,4,"[{'object': 'Nicholas_Brodszky', 'property': 'musicComposer', 'subject': 'English_Without_Tears'}, {'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}, {'object': '89.0', 'property': 'runtime', 'subject': 'English_Without_Tears'}, {'object': 'Bernard_Knowles', 'property': 'cinematography', 'subject': 'English_Without_Tears'}]","[""The film English Without Tears (89 minutes long) features music composed by Nicholas Brodszky. English Without Tears was edited by Alan Jaggs, and the film's cinematography was done by Bernard Knowles."", 'The 89-minute movie English Without Tears was composed by Nicholas Brodszky, edited by Alan Jaggs, and filmed by Bernard Knowles.', 'English Without Tears was musically composed by Nicholas Brodszky and is edited by Alan Jaggs. All cinematography is done by Bernard Knowles and it has a run time of 89 minutes.']","""English Without Tears"" is a film with Nicholas Brodszky as the music composer, Alan Jaggs as the editor, a runtime of 89.0 minutes, and Bernard Knowles as the cinematographer.",0.04560854433700949,0.2593377696683481,1.7384378910064695
949,Scientist,3,"[{'object': 'General_relativity', 'property': 'professionalField', 'subject': 'Brandon_Carter'}, {'object': 'University_of_Cambridge', 'property': 'almaMater', 'subject': 'Brandon_Carter'}, {'object': '1942-01-01', 'property': 'birthDate', 'subject': 'Brandon_Carter'}]","['Brandon Carter, a University of Cambridge alum in the field of General Relativity, was born on January 1, 1942.', 'Brandon Carter, born on January 1, 1942, graduated from the University of Cambridge and is an expert in general relativity,.', 'Brandon Carter was born on January 1, 1942. He graduated from the University of Cambridge and works in the professional field of General Relativity.']","Brandon Carter is associated with the field of General relativity. He studied at the University of Cambridge. He was born on January 1, 1942.",0.3785337839658646,0.6362456747404844,1.4361183643341064
950,MeanOfTransportation,2,"[{'object': '""May 1950 - August 1956""', 'property': 'buildDate', 'subject': 'ALCO_RS-3'}, {'object': '17068.8 (millimetres)', 'property': 'length', 'subject': 'ALCO_RS-3'}]","['The 17068.8 millimeter long ALCO RS-3 was produced between May 1950 and August 1956.', 'The 17068.8 millimetres long ALCO RS-3 was produced from May 1950 to August 1956.', 'The ALCO RS-3, produced between May 1950 and August 1956, was 17068.8 millimetres long.']",The ALCO RS-3 was built from May 1950 to August 1956. It has a length of 17068.8 millimeters.,0.36615107686578496,0.7455234159779615,1.1233634948730469
951,Astronaut,5,"[{'object': 'Shenzhou_10', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': 'Shenzhou_6', 'property': 'mission', 'subject': 'Nie_Haisheng'}, {'object': '1964-10-13', 'property': 'birthDate', 'subject': 'Nie_Haisheng'}, {'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}, {'object': 'Hubei', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}]","['Nie Haisheng was born in Zaoyang, Hubei on October 13, 1964, was part of the mission Shenzhou 10 and took part in the Shenzhou 6 mission.', 'Born in October of 1964, Nie Haisheng was part of both the Shenzhou 6 and 10 missions. He was born in Zaoyang in Hubei.', 'Nie Haisheng, born on 10/13/1964 in Zaoyang, Hubei Province, was a crew member on Shenzhou 6 and he also took part in the Shenzhou 10 mission.']","Nie Haisheng was born on October 13, 1964 in Zaoyang, Hubei. He has been a part of the Shenzhou 10 and Shenzhou 6 missions.",0.2830956597218095,0.5696601486011641,1.5289695262908936
952,Building,6,"[{'object': 'Robert_A._M._Stern', 'property': 'architect', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""101 Ukrop Way""', 'property': 'address', 'subject': 'Alan_B._Miller_Hall'}, {'object': '""30 March 2007""', 'property': 'buildingStartDate', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'currentTenants', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'Mason_School_of_Business', 'property': 'tenant', 'subject': 'Alan_B._Miller_Hall'}, {'object': 'College_of_William_&_Mary', 'property': 'owner', 'subject': 'Alan_B._Miller_Hall'}]","[""Construction on Alan B. Miller Hall, which was designed by Robert A. M. Stern, began on March 30th, 2007. The building is located at 101 Ukrop Way and is owned by the College of William and Mary. The Mason School of Business is the Alan B. Miller Hall's current tenant."", 'The construction of Alan B. Miller Hall started on March 30th, 2007. Robert A. M. Stern is the architect of the building. Alan B. Miller Hall is located at 101 Ukrop Way, and the current tenant is the Mason School of Business. The College of William and Mary owns the Hall.', 'Based at 101 Ukrop Way and designed by Robert AM Stern, the Alan B Miller Hall is owned by the College of William and Mary. Construction started on March, 30 2007 and the building currently counts the Mason School of Business as tenants.']","Alan B. Miller Hall is an architectural structure designed by Robert A. M. Stern. It is located at ""101 Ukrop Way"" and its construction started on ""30 March 2007"". The current tenants of Alan B. Miller Hall are the Mason School of Business, which is also the owner of the building.",0.32329508170352395,0.6172060519709613,2.3348817825317383
953,Athlete,3,"[{'object': '175.26', 'property': 'height', 'subject': 'Piotr_Hallmann'}, {'object': '70.308', 'property': 'weight', 'subject': 'Piotr_Hallmann'}, {'object': '1987-08-25', 'property': 'birthDate', 'subject': 'Piotr_Hallmann'}]","['Piotr Hallmann (born August 25, 1987) weighs 70.308 kilograms and stands 175.26 cm tall.', 'Piotr Hallmann was born on August 25, 2987, weights 70.308 kg and is 175.26 cm tall.', 'Piotr Hallmann was born on August 25, 1987, is 175,26 cm tall and weighs 70.308 kg.']","Piotr Hallmann has a height of 175.26 cm, a weight of 70.308 kg, and was born on August 25, 1987.",0.22537412722674852,0.6163071961298127,1.3284480571746826
954,Company,3,"[{'object': '2000-01-01', 'property': 'foundingDate', 'subject': 'GMA_New_Media'}, {'object': 'Mobile_Applications', 'property': 'product', 'subject': 'GMA_New_Media'}, {'object': 'World_Wide_Web', 'property': 'product', 'subject': 'GMA_New_Media'}]","['GMA New Media, which is a company that was founded on January 1, 2000, makes websites and offers products such as mobile applications.', 'GMA New Media, a mobile applications company offering services concerning the World Wide Web, was founded on 01-01-2020.', 'GMA New Media, which was founded on 1/1/2000, creates mobile apps and produces web services.']","GMA New Media was founded on January 1, 2000. It produces Mobile Applications and products for the World Wide Web.",0.2812914871095839,0.5318681318681319,1.2184302806854248
955,City,1,"[{'object': '""President of the Senate""', 'property': 'leaderTitle', 'subject': 'Mexico'}]","['The leader title in Mexico is the President of the Senate.', 'Mexico\'s government has a position titled the ""President of the Senate"".', ""Mexico's leader has the official title President of the Senate.""]",The President of the Senate in Mexico holds a leadership title.,0.19081654556856686,0.5353535353535354,0.7199482917785645
956,Scientist,3,"[{'object': 'Darlington', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': '1726-01-01', 'property': 'birthDate', 'subject': 'Lady_Anne_Monson'}, {'object': 'Kingdom_of_England', 'property': 'nationality', 'subject': 'Lady_Anne_Monson'}]","['Born in Darlington on January 1st, 1726, Lady Anne Monson lived in the Kingdom of England holding British nationality.', 'Lady Anne Monson was born in Darlington, in the Kingdom of England on 1/1/1726.', 'Lady Anne Monson (born in Darlington) on January 1, 1726 is English.']","Lady Anne Monson was born on January 1, 1726 in Darlington, Kingdom of England.",0.5198857940054409,0.6696428571428572,1.1079449653625488
957,Food,6,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Silvano_Aureoles_Conejo', 'property': 'leader', 'subject': 'Mexico'}, {'object': '""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins""', 'property': 'mainIngredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['Bionico, a dessert made of chopped Fruits, sour cream, condensed milk, granola, shredded coconut and raisins, is found in Mexico where the leader is Silvano Aureoles Conejo, and its inhabitants, the Mexicans, use peso as their currency.', 'The main ingredients of Bionico are chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins. Bionico (a dish served for dessert) is a food found in Mexico. The currency in Mexico is the Mexican peso inhabited by the Mexicans led by Silvano Aureoles Conejo.', 'Bionico is a dessert food found in Mexico which is made from sour cream, chopped fruits, condensed milk, granola, raisins and shredded coconut. Mexico is inhabited by Mexicans and the local currency is the peso. The leader of Mexico is Silvano Aureoles Conejo.']","Mexico is the country of the Mexican peso. Mexicans are the demonym for Mexico. Bionico is a dessert course. Silvano Aureoles Conejo is the leader of Mexico. The main ingredients of Bionico are chopped fruits, sour cream, condensed milk, granola, shredded coconut, and raisins. Bionico is also associated with Mexico as a country.",0.395987143670391,0.6022483940042828,2.5708653926849365
958,MusicalWork,4,"[{'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}, {'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Let_It_Breed', 'property': 'precededBy', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}]","['The album Turn Me On with the run time of 35.1 minutes was self produced by the American band, the Honeymoon Killers and Wharton Tiers.The album Turn Me On was preceded by the album Let It Breed.', 'The Honeymoon Killers produced album Turn Me On in conjunction with Wharton Tiers. The album’s total length is 35 minutes 10 seconds and it was preceded by the Let it Breed album.', 'The Honeymoon Killers and Wharton Tiers are the producers of the Turn Me On album which has a total runtime of 35.1 minutes and was preceded by the album Let It Breed.']","The album ""Turn Me On"" has a runtime of 35.1 minutes. It was produced by The Honeymoon Killers and Wharton Tiers. It is preceded by the album ""Let It Breed"".",0.2813666992654104,0.5425707547169811,1.8351566791534424
959,Scientist,4,"[{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': 'Leningrad,_USSR', 'property': 'birthPlace', 'subject': 'Olga_Bondareva'}, {'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}, {'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}]","['Olga Bondareva who was born in Leningrad, USSR on April 27, 1937 is known for Bondareva-Shapley theorem. She died in Saint Petersburg.', 'Olga Bondareva was born on April 27,1937 in Leningrad, USSR. She was known for the Bondareva-Shapley theorem and later died in Saint Petersburg.', 'Olga Bondareva was born on April 27, 1937 in Leningrad, USSR. Known for the Bondareva-Shapley theorem, she died in Saint Petersburg.']","Olga Bondareva was born in Leningrad, USSR on April 27, 1937. She is known for the Bondareva-Shapley theorem. She died in Saint Petersburg.",0.7581784550983027,0.9013574660633483,1.425133228302002
960,SportsTeam,7,"[{'object': 'Arapiraca', 'property': 'location', 'subject': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca'}, {'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Vila_Nova_Futebol_Clube', 'property': 'champions', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '2015_Campeonato_Brasileiro_Série_C', 'property': 'season', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Brazil', 'property': 'country', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '""Agremiação Sportiva Arapiraquense""', 'property': 'fullName', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","['The full name of Agremiação Sportiva Arapiraquense is ""Agremiação Sportiva Arapiraquense"". They play in the Campeonato Brasileiro Serie C in 2015 based in Brazil on their ground called the Estadio Municipal Coaracy da Mata Fonseca located in Arapiraca. The Vila Nova Futebol Clube are the champions.', 'Agremiação Sportiva Arapiraquense has 17000 members and is playing the Campeonato Brasileiro Série C from Brazil (champions: Vila Nova Futebol Clube). They also competed there in 2015. Their home ground is the Estadio Municipal Coaracy da Mata Fonseca located in Arapiraca.', 'Agremiação Sportiva Arapiraquense, a member of the Brazilian Campeonato Brasileiro Série C league, often plays on the grounds of Estádio Municipal Coaracy da Mata Fonseca in Arapiraca against their rivals and fellow members of Campeonato Brasileiro Série C, Vila Nova Futebol Clube, the champions of the league. The club also participated in the league in 2015.']",The Estádio Municipal Coaracy da Mata Fonseca is located in Arapiraca. The Agremiação Sportiva Arapiraquense participates in the Campeonato Brasileiro Série C league. The Vila Nova Futebol Clube is the champion of the Campeonato Brasileiro Série C. The Agremiação Sportiva Arapiraquense won the 2015 Campeonato Brasileiro Série C season. The Campeonato Brasileiro Série C is held in Brazil. The Agremiação Sportiva Arapiraquense plays their home matches at,0.2897165021480912,0.5590596330275229,4.097766399383545
961,Food,3,"[{'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Spanish_language', 'property': 'language', 'subject': 'Mexico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['Bionico is a popular dessert from the Spanish speaking country of Mexico.', 'Bionico is a dish served for dessert in Spanish-speaking Mexico.', 'Bionico is a dessert found in Mexico and language of Mexico is Spanish.']","Bionico is a dessert. It is from Mexico, which is a country where Spanish is spoken.",0.11251329738544609,0.24193548387096772,1.125101089477539
962,University,1,"[{'object': '245.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Dijon'}]","[""Dijon's elevation is 245.0 above the sea level."", 'Dijon has an elevation of 245.0 above the sea level.', ""Dijon's elevation is 245.0 above sea level.""]",Dijon has an elevation above the sea level of 245.0.,0.392814650900513,0.7789062500000001,0.91776704788208
963,MusicalWork,3,"[{'object': 'Imagine_(John_Lennon_song)', 'property': 'followedBy', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Espionage_(production_team)', 'property': 'producer', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Music_download', 'property': 'format', 'subject': 'Mermaid_(Train_song)'}]","['The Train song, Mermaid, was produced by the production team, Espionage, distributes digitally, and followed with a recording of Imagine by John Lennon.', 'The song mermaid by Train which is produced by the production team Espionage was followed by the release of Imagine by John Lennon performed by Train and is now available in the digital format.', 'The Mermaid song produced by Espionage productions and written by Train is distributed digitally. The song was followed by the group’s song Imagine (initially performed by John Lennon).']","""Mermaid (Train song)"" is followed by ""Imagine (John Lennon song)"". It is produced by ""Espionage (production team)"". The song is available in the format of ""Music download"".",0.1124130106424024,0.30154414769799387,1.6405272483825684
964,University,7,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Mumbai', 'property': 'location', 'subject': 'All_India_Council_for_Technical_Education'}, {'object': '""Dr. G. P. Prabhukumar""', 'property': 'director', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""~500""', 'property': 'academicStaffSize', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Belgaum', 'property': 'city', 'subject': 'Visvesvaraya_Technological_University'}, {'object': 'All_India_Council_for_Technical_Education', 'property': 'wasGivenTheTechnicalCampusStatusBy', 'subject': 'Acharya_Institute_of_Technology'}]","['Approximately 500 employees make up the academic staff at Acharya Institute of Technology, a Technical Campus designated by the All India Council for Technical Education of Mumbai, affiliated with the Visvesvaraya Technological University of Belgaum, and directed by Dr. G.P. Prabhukumar at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.', 'The Acharya Institute of Technology campus is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The Institute, which is affiliated with Visvesvaraya Technological University in Belgaum, employs about 500 academic staff. The director is Dr. G. P. Prabhukumar. Acharya Institute of Technology was given the Technical Campus status by the All India Council for Technical Education, which is located in Mumbai.', 'The All India Council for Technical Education of Mumbai proudly gave its Technical Campus status to the Acharya Institute of Technology, affiliated with the Visvesvaraya Technological University of Belgaum, its staff of approximately 500 academic employees at Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore - 560090 directed by Dr. G.P. Prabhukumar,.']","Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. The director of the institute is Dr. G. P. Prabhukumar. The institute has approximately 500 academic staff members. It is affiliated with Visvesvaraya Technological University, which is located in Belgaum. The technical campus status of Acharya Institute of Technology was given by the All India Council for Technical Education.",0.5853680121109948,0.815566166854223,3.685250997543335
965,University,4,"[{'object': 'France', 'property': 'country', 'subject': 'Dijon'}, {'object': 'Unitary_state', 'property': 'governmentType', 'subject': 'France'}, {'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}]","['The University of Burgundy hosts 27400 students at its campus in Dijon, France. France has a unitary state government.', 'Dijon is located in France, a country with a unitary state form of government. The University of Burgundy with its 27400 students is located in Dijon.', 'The campus of the University of Burgundy has 27400 students and resides in Dijon, which is located in the unitary state of France.']","Dijon is a city in France. France is a unitary state. The University of Burgundy has 27,400 students. The University of Burgundy has a campus in Dijon.",0.2250265947708922,0.5294682360798064,1.6493761539459229
966,Scientist,4,"[{'object': '""Republic of Turkey""', 'property': 'longName', 'subject': 'Turkey'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_language', 'property': 'language', 'subject': 'Turkey'}]","['Nurhan Atasoy is a Turkish national (full name ""Republic of Turkey"") with Turkish citizenship. The primary language spoken in Turkey is Turkish.', 'Nurhan Atasoy, whose nationality is Turkish, is a citizen of Turkey. Turkey’s long name is “The Republic of Turkey” and the language spoken is Turkish.', 'Nurhan Atasoy is a citizen of the Republic of Turkey. Turkish is the primary language of that country.']","Turkey, officially known as the Republic of Turkey, has Turkish as its official language. Nurhan Atasoy, a Turkish person, has Turkish nationality and is a citizen of Turkey.",0.20664181816537014,0.39157894736842114,1.5348491668701172
967,MusicalWork,1,"[{'object': 'Rhythm_and_Blues', 'property': 'stylisticOrigin', 'subject': 'Reggae'}]","[""Reggae's stylistic origin is rhythm and blues."", 'The stylistic origin of reggae is rhythm and blues.', 'Reggae has its stylistic origin in rhythm and blues.']",Reggae has its stylistic origin in Rhythm and Blues.,0.6104735835807844,0.9993141289437586,0.8272912502288818
968,CelestialBody,1,"[{'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]","['The asteroid 1147 Stavropolis was discovered on the 11th of June 1929.', '1147 Stavropolis is an asteroid, discovered on 11 June 1929.', '1147 Stavropolis was discovered on June 11, 1929.']","In 1929-06-11, 1147_Stavropolis was discovered.",0.05862502026550899,0.06493506493506494,1.017536163330078
969,Film,7,"[{'object': '0004319', 'property': 'imdbId', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Cyril_Bruce', 'property': 'director', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'director', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'starring', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'The_Progressive_Motion_Picture_Company', 'property': 'producer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Alliance_Films_Corporation', 'property': 'distributor', 'subject': 'McVeagh_of_the_South_Seas'}]","['McVeagh of the South Seas, a film with the IMDb #0004319, was distributed by Alliance Films Corporation and produced by the Progressive Motion Picture Company. The film was directed by Cyril Bruce and Harry Carey, who was born in 1878 and also starred in and wrote the film.', '""McVeagh of the South Seas"" was directed by Cyril Bruce and actor Harry Carey. Harry Carey, born in 1878, also acted in the film and wrote it. Alliance Films Corporation distributed ""McVeagh of the South Seas"", and the movie has ID 0004319 on IMDb. The Progressive Motion Picture Company was responsible for the film’s production.', 'McVeagh of the South Seas (IMDb ID 0004319) is directed by Cyril Bruce and Harry Carey. Carey, born in 1878, also wrote and starred in the film. McVeagh of the South Seas was produced by the Progressive Motion Picture Company and distributed by Alliance Films Corporation.']","""McVeagh of the South Seas"" is a movie with the IMDb ID 0004319. The movie is directed by Cyril Bruce and Harry Carey (actor born 1878). Harry Carey (actor born 1878) is also one of the starring actors and a writer for the movie. The movie is produced by The Progressive Motion Picture Company and distributed by Alliance Films Corporation.",0.38064905969289947,0.6169623765680089,2.75970196723938
970,Film,1,"[{'object': 'Justin_Whalin', 'property': 'starring', 'subject': 'Super_Capers'}]","['The film Super Capers starred Justin Whalin.', 'The film Super Capers stars Justin Whalin.', 'Super Capers starred Justin Whalin.']",Justin Whalin stars in the movie Super Capers.,0.0726788421210274,0.28301886792452824,0.8107743263244629
971,Airport,4,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '3500.0', 'property': 'runwayLength', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '610.0', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'San_Sebastián_de_los_Reyes', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}]","['Adolfo Suárez Madrid–Barajas Airport is elevated 610 metres above sea level and is operated by ENAIRE. The airport is located at San Sebastian de los Reyes. The runway length at Adolfo Suarez Madrid-Barajas airport is 3500.0.', 'The Adolfo Suárez Madrid–Barajas Airport in San Sebastián de los Reyes , operated by ENAIRE has an elevation of 610.0 metres above sea level and has runway length of 3,500.', 'The Adolfo Suárez Madrid–Barajas Airport is in San Sebastián de los Reyes and is operated by ENAIRE. The airport has a runway length of 3500 and is 610.0 metres above sea level.']",Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE. It has a runway length of 3500.0 meters and an elevation above the sea level of 610.0 meters. The airport is located in San Sebastián de los Reyes.,0.48212510762542327,0.7630214040470452,2.168132305145264
972,Airport,5,"[{'object': 'Bedford_Autodrome', 'property': 'cityServed', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Bedford_Aerodrome'}, {'object': '""08/26""', 'property': 'runwayName', 'subject': 'Bedford_Aerodrome'}, {'object': 'Concrete', 'property': 'runwaySurfaceType', 'subject': 'Bedford_Aerodrome'}]","['The Bedford Aerodrome serves the Bedford Autodrome and is 83.2104 meters above sea level. The ICAO location identifier for the aerodrome is EGBF and its concrete surfaced runway is named 08/26.', 'The Bedford Aerodrome served the Bedford Autodrome and its International Civil Aviation Organization (ICAO) identifier is EGBF. The Bedford Aerodrome is at an elevation of 83.2104 above sea level and has a runway, which is made out of concrete, called 08/26.']","Bedford Aerodrome, also known as Bedford Autodrome, is located in the city of Bedford. It has the ICAO location identifier EGBF. The elevation of the aerodrome above sea level is 83.2104 meters. The runway at Bedford Aerodrome is named ""08/26"" and has a concrete surface.",0.12152843817987505,0.49306193245587177,2.643010139465332
973,Film,2,"[{'object': 'Anatole_de_Grunwald', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': 'Bernard_Knowles', 'property': 'cinematography', 'subject': 'English_Without_Tears'}]","[""Anatole de Grunwald's English Without tears cinematography was done by Bernard Knowles."", 'Bernard Knowles was the cinematographer of the film English Without Tears, written by Anatole de Grunwald.', 'Bernard Knowles is the cinematographer of the movie English Without Tears which was written by Anatole de Grunwald.']","""Anatole de Grunwald is the writer of English Without Tears. Bernard Knowles is responsible for the cinematography of English Without Tears.""",0.10862721615727713,0.4189435336976321,1.625478982925415
974,Politician,4,"[{'object': '""Ruth Ribicoff""', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'deathPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'African_Americans', 'property': 'ethnicGroup', 'subject': 'United_States'}]","['Ruth Ribicoff was married to Abraham A. Ribicoff who was born and died in the USA, where African Americans are an ethnic group.', 'Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic group. His wife is Ruth Ribicoff.', 'Abraham A. Ribicoff was born and died in the United States where African Americans are an ethnic grouping. He was the spouse of Ruth Ribicoff.']",Abraham A. Ribicoff was married to Ruth Ribicoff. He was born in the United States and died in the United States. The United States is home to African Americans.,0.36752344561789696,0.6344168051657902,1.534639596939087
975,Airport,2,"[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'United_Kingdom', 'property': 'country', 'subject': 'Thurleigh'}]","['The Bedford Aerodrome is located in Thurleigh, United Kingdom.', 'The location of Bedford Aerodrome is Thurleigh which is located within the United Kingdom.', 'The location of Bedford Aerodrome is Thurleigh which is in the United Kingdom.']","Bedford Aerodrome is located in Thurleigh, which is in the United Kingdom.",0.7512131188464936,0.7647286821705428,1.0273566246032717
976,Company,1,"[{'object': 'GMA_Network_(company)', 'property': 'parentCompany', 'subject': 'GMA_New_Media'}]","['GMA New Media, Inc. is a subsidiary of GMA Network.', 'GMA Network is the parent company of GMA New Media.', 'The parent company of GMA New Media is the GMA Network.', 'GMA New Media is a branch of the GMA Network company.']",GMA New Media is the parent company of GMA Network (company).,0.7941386679207173,0.8519740862975187,0.9146502017974854
