category,modifiedtripleset,originaltripleset,lexicalisations,triplesetsize,id,prediction_lora-7b,execution_time_lora-7b
CelestialBody,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]","[[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}], [{'object': '4.184758084281966E8', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1929-06-11', 'property': 'discovered', 'subject': '1147_Stavropolis'}]]",[],2,781,"Output text: 1147 Stavropolis, with an apoapsis of 418476000000.0, was discovered on 11 June 1929.",2.411503791809082
City,"[{'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Standard_Time_Zone', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}]","[[{'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Pacific_Standard_Time_Zone', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}]]",[],2,782,Output text: Ciudad Ayala has a population density of 1604.0 and is in the Pacific Standard Time Zone.,1.5339000225067139
MusicalWork,"[{'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Synthesizer', 'property': 'instrument', 'subject': 'Post-metal'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Singing', 'property': 'instrument', 'subject': 'Sludge_metal'}]","[[{'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Synthesizer', 'property': 'instrument', 'subject': 'Post-metal'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Singing', 'property': 'instrument', 'subject': 'Sludge_metal'}]]",[],4,783,Output text: Nord's Year of No Light is a sludge metal album. Post-metal uses the synthesizer and sludge metal includes singing.,1.7562940120697021
MusicalWork,"[{'object': 'The_Velvet_Underground', 'property': 'artist', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': '230.05', 'property': 'runtime', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","[[{'object': 'The_Velvet_Underground', 'property': 'artist', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': '13803.0', 'property': 'runtime', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]]",[],3,784,Output text: The Velvet Underground is the artist for the Bootleg Series Volume 1: The Quine Tapes. It was recorded in the United States and has a runtime of 230.05.,2.223546028137207
CelestialBody,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}]","[[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}]]",[],2,785,"Output text: Grigory Neujmin discovered 1147 Stavropolis, which has an apoapsis of 418476000000.0.",2.113692045211792
SportsTeam,"[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '2015_Campeonato_Brasileiro_Série_C', 'property': 'season', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","[[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '2015_Campeonato_Brasileiro_Série_C', 'property': 'season', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]]",[],2,786,Output text: Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league and were in the 2015 Campeonato Brasileiro Série C league.,2.0775983333587646
Artist,"[{'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}, {'object': '1994-06-14', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}]","[[{'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'School_of_Applied_Arts_in_Stuttgart', 'property': 'training', 'subject': 'Liselotte_Grschebina'}, {'object': '1994-01-01', 'property': 'deathDate', 'subject': 'Liselotte_Grschebina'}]]",[],3,787,"Output text: Liselotte Grschebina, who died on 14 June 1994, was a national of Israel. She was trained at the School of Applied Arts in Stuttgart.",2.0939509868621826
Film,"[{'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}]","[[{'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}]]",[],1,788,Output text: Ray Griggs directed Super Capers.,0.8634400367736816
Food,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Cookie', 'property': 'dishVariation', 'subject': 'Dessert'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","[[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Cookie', 'property': 'hasVariant', 'subject': 'Dessert'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]]",[],6,789,Output text: Bionico is a dessert from the Guadalajara region of Mexico. The Mexicans are the inhabitants of Mexico where the currency is the peso. Cookies are also a dessert.,2.1401312351226807
MusicalWork,"[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'artist', 'subject': 'Expect_a_Miracle'}, {'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]","[[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56666666666667', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'artist', 'subject': 'Expect_a_Miracle'}, {'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]]",[],4,790,"Output text: Expect a Miracle is an instrumental composition with a runtime of 54.56 minutes. The artist behind the production is Brian Kelly, a composer and pianist.",2.0543079376220703
Film,"[{'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}]","[[{'object': 'Alan_Jaggs', 'property': 'editing', 'subject': 'English_Without_Tears'}]]",[],1,791,Output text: Alan Jaggs edited English Without Tears.,0.7995548248291016
SportsTeam,"[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Vila_Nova_Futebol_Clube', 'property': 'champions', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '""Agremiação Sportiva Arapiraquense""', 'property': 'fullName', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","[[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Vila_Nova_Futebol_Clube', 'property': 'champions', 'subject': 'Campeonato_Brasileiro_Série_C'}, {'object': '""Agremiação Sportiva Arapiraquense""@en', 'property': 'fullname', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]]",[],3,792,Output text: The full name of Agremiação Sportiva Arapiraquense is Agremiação Sportiva Arapiraquense and they play in the Campeonato Brasileiro Série C league. The champions of the league are Vila Nova Futebol Clube.,2.6880860328674316
Astronaut,"[{'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}]","[[{'object': 'Zaoyang', 'property': 'birthPlace', 'subject': 'Nie_Haisheng'}]]",[],1,793,Output text: Nie Haisheng was born in Zaoyang.,0.9218742847442627
MusicalWork,"[{'object': 'Let_It_Breed', 'property': 'precededBy', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}]","[[{'object': 'Let_It_Breed', 'property': 'previousWork', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}]]",[],2,794,Output text: The album Turn Me On was produced by Wharton Tiers and Let It Breed is the album that preceded it.,1.6127653121948242
University,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""India""', 'property': 'country', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Karnataka', 'property': 'state', 'subject': 'Acharya_Institute_of_Technology'}]","[[{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""India""@en', 'property': 'country', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Karnataka', 'property': 'state', 'subject': 'Acharya_Institute_of_Technology'}], [{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliations', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""India""@en', 'property': 'country', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Karnataka', 'property': 'state', 'subject': 'Acharya_Institute_of_Technology'}]]",[],4,795,"Output text: The Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090, Karnataka, India. It is affiliated with the Visvesvaraya Technological University.",3.6892051696777344
Scientist,"[{'object': '1293057000', 'property': 'populationTotal', 'subject': 'India'}]","[[{'object': '1293057000', 'property': 'populationTotal', 'subject': 'India'}]]",[],1,796,Output text: The total population of India is 1293057000.,1.2216949462890625
Astronaut,"[{'object': 'Hubei', 'property': 'isPartOf', 'subject': 'Zaoyang'}]","[[{'object': 'Hubei', 'property': 'isPartOf', 'subject': 'Zaoyang'}]]",[],1,797,Output text: Zaoyang is part of Hubei.,0.9134080410003662
Scientist,"[{'object': 'Turkey', 'property': 'country', 'subject': 'Tokat'}]","[[{'object': 'Turkey', 'property': 'country', 'subject': 'Tokat'}]]",[],1,798,Output text: Tokat is in Turkey.,0.7131240367889404
University,"[{'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}]","[[{'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}]]",[],3,799,Output text: The University of Burgundy has 2900 staff and 1299 doctoral students. Its campus is located in Dijon.,1.8451108932495117
Artist,"[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Singing', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'origin', 'subject': 'Aaron_Turner'}, {'object': 'Twilight_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}]","[[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Singing', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'hometown', 'subject': 'Aaron_Turner'}, {'object': 'Twilight_(band)', 'property': 'associatedBand', 'subject': 'Aaron_Turner'}], [{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Singing', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'hometown', 'subject': 'Aaron_Turner'}, {'object': 'Twilight_(band)', 'property': 'associatedMusicalArtist', 'subject': 'Aaron_Turner'}]]",[],4,800,Output text: Aaron Turner is a singer from Massachusetts who performs post-metal music. He is a member of the band Twilight.,1.5349748134613037
Astronaut,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '""1974-08-01""', 'property': 'dateOfRetirement', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}]","[[{'object': '""1923-11-18""^^xsd:date', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '""1974-08-01""^^xsd:date', 'property': 'dateOfRet', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}]]",[],4,801,Output text: Alan Shepard was born in New Hampshire on 1923-11-18. He retired on 1974-08-01 and died in California.,2.2477970123291016
MusicalWork,"[{'object': 'Punk_blues', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Noise_rock', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}]","[[{'object': 'Punk_blues', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Noise_rock', 'property': 'genre', 'subject': 'Turn_Me_On_(album)'}]]",[],2,802,Output text: The album Turn Me On is a Punk blues and Noise rock.,1.1272311210632324
Airport,"[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'MK44', 'property': 'postalCode', 'subject': 'Thurleigh'}, {'object': 'MotorSport_Vision', 'property': 'operatingOrganisation', 'subject': 'Bedford_Aerodrome'}, {'object': 'Peter_Ogden', 'property': 'foundedBy', 'subject': 'MotorSport_Vision'}]","[[{'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'MK44', 'property': 'postalCode', 'subject': 'Thurleigh'}, {'object': 'MotorSport_Vision', 'property': 'operator', 'subject': 'Bedford_Aerodrome'}, {'object': 'Peter_Ogden', 'property': 'foundedBy', 'subject': 'MotorSport_Vision'}]]",[],4,803,Output text: Bedford Aerodrome is operated by MotorSport Vision which was founded by Peter Ogden. The aerodrome is located in Thurleigh which has the postcode MK44.,2.1783299446105957
MusicalWork,"[{'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Take_It_Off!'}]","[[{'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Take_It_Off!'}]]",[],1,804,Output text: Take It Off! is produced by Wharton Tiers.,0.9830939769744873
Scientist,"[{'object': 'Leningrad,_USSR', 'property': 'birthPlace', 'subject': 'Olga_Bondareva'}]","[[{'object': 'Leningrad,_USSR', 'property': 'birthPlace', 'subject': 'Olga_Bondareva'}]]",[],1,805,"Output text: Olga Bondareva was born in Leningrad, USSR.",1.1220390796661377
MeanOfTransportation,"[{'object': '""May 1950 - August 1956""', 'property': 'buildDate', 'subject': 'ALCO_RS-3'}, {'object': 'V12_engine', 'property': 'engine', 'subject': 'ALCO_RS-3'}, {'object': 'Diesel-electric_transmission', 'property': 'powerType', 'subject': 'ALCO_RS-3'}, {'object': '17068.8 (millimetres)', 'property': 'length', 'subject': 'ALCO_RS-3'}]","[[{'object': '""May 1950 &ndash; August 1956""@en', 'property': 'builddate', 'subject': 'ALCO_RS-3'}, {'object': 'V12_engine', 'property': 'enginetype', 'subject': 'ALCO_RS-3'}, {'object': 'Diesel-electric_transmission', 'property': 'powertype', 'subject': 'ALCO_RS-3'}, {'object': '""17068.8""^^<http://dbpedia.org/datatype/millimetre>', 'property': 'MeanOfTransportation/length', 'subject': 'ALCO_RS-3'}]]",[],4,806,"Output text: The ALCO RS-3 has a V12 engine, a diesel-electric transmission and is 17068.8 millimetres long. It was built between May 1950 and August 1956.",2.7621259689331055
MusicalWork,"[{'object': 'Turn_Me_On_(album)', 'property': 'precededBy', 'subject': 'Take_It_Off!'}]","[[{'object': 'Turn_Me_On_(album)', 'property': 'previousWork', 'subject': 'Take_It_Off!'}]]",[],1,807,Output text: Take It Off! is the sequel to Turn Me On!,1.0157556533813477
Film,"[{'object': 'Denham,_Buckinghamshire', 'property': 'deathPlace', 'subject': 'John_Mills'}]","[[{'object': 'Denham,_Buckinghamshire', 'property': 'deathPlace', 'subject': 'John_Mills'}]]",[],1,808,"Output text: John Mills died in Denham, Buckinghamshire.",1.0254662036895752
Company,"[{'object': 'Mobile_Applications', 'property': 'product', 'subject': 'GMA_New_Media'}, {'object': 'Felipe_Gozon', 'property': 'keyPerson', 'subject': 'GMA_New_Media'}]","[[{'object': 'Mobile_Applications', 'property': 'product', 'subject': 'GMA_New_Media'}, {'object': 'Felipe_Gozon', 'property': 'keyPerson', 'subject': 'GMA_New_Media'}]]",[],2,809,"Output text: GMA New Media, which makes mobile applications, is led by Felipe Gozon.",1.3360819816589355
Scientist,"[{'object': 'Dennis_William_Sciama', 'property': 'doctoralAdvisor', 'subject': 'Brandon_Carter'}, {'object': '1942-01-01', 'property': 'birthDate', 'subject': 'Brandon_Carter'}]","[[{'object': 'Dennis_William_Sciama', 'property': 'doctoralAdvisor', 'subject': 'Brandon_Carter'}, {'object': '1942-01-01', 'property': 'birthDate', 'subject': 'Brandon_Carter'}]]",[],2,810,"Output text: Brandon Carter was born on January 1, 1942 and his doctoral advisor was Dennis William Sciama.",1.6216397285461426
Film,"[{'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'Tom_Sizemore', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}]","[[{'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'Tom_Sizemore', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': '5880.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}]]",[],5,811,"Output text: Super Capers, starring Michael Rooker and Tom Sizemore, is 98 minutes long and was distributed by Roadside Attractions and Lionsgate.",1.9425818920135498
MusicalWork,"[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'artist', 'subject': 'Expect_a_Miracle'}, {'object': 'Compilation_Album', 'property': 'type', 'subject': 'Expect_a_Miracle'}, {'object': 'Pools_of_Light_(Brian_Kelly_album)', 'property': 'precededBy', 'subject': 'Expect_a_Miracle'}]","[[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'producer', 'subject': 'Expect_a_Miracle'}, {'object': '54.56666666666667', 'property': 'runtime', 'subject': 'Expect_a_Miracle'}, {'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'artist', 'subject': 'Expect_a_Miracle'}, {'object': 'Compilation_Album', 'property': 'type', 'subject': 'Expect_a_Miracle'}, {'object': 'Pools_of_Light_(Brian_Kelly_album)', 'property': 'previousWork', 'subject': 'Expect_a_Miracle'}]]",[],5,812,"Output text: Expect a Miracle is a compilation album that is 54.56 minutes long. It was preceded by Pools of Light and was produced by Brian Kelly, a composer and pianist.",2.1788032054901123
Politician,"[{'object': 'Casey_Ribicoff', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Abraham_A._Ribicoff'}]","[[{'object': 'Casey_Ribicoff', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Abraham_A._Ribicoff'}]]",[],3,813,Output text: Abraham A. Ribicoff was born in the United States and his wife is Casey Ribicoff.,1.3294868469238281
Airport,"[{'object': 'MotorSport_Vision', 'property': 'operatingOrganisation', 'subject': 'Bedford_Aerodrome'}, {'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': 'Bedford_Autodrome', 'property': 'cityServed', 'subject': 'Bedford_Aerodrome'}, {'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}]","[[{'object': 'MotorSport_Vision', 'property': 'operator', 'subject': 'Bedford_Aerodrome'}, {'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': 'Bedford_Autodrome', 'property': 'city', 'subject': 'Bedford_Aerodrome'}, {'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}]]",[],4,814,Output text: MotorSport Vision is the operating organisation for Bedford Aerodrome which serves the city of Bedford Autodrome. The aerodrome is located in Thurleigh and has a runway length of 1095.0.,2.6230320930480957
Athlete,"[{'object': '70.308', 'property': 'weight', 'subject': 'Piotr_Hallmann'}, {'object': '1987-08-25', 'property': 'birthDate', 'subject': 'Piotr_Hallmann'}, {'object': 'Gdynia,_Poland', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': '135000000.0', 'property': 'areaTotal', 'subject': 'Gdynia,_Poland'}, {'object': '1926-02-10', 'property': 'foundingDate', 'subject': 'Gdynia,_Poland'}]","[[{'object': '70.308', 'property': 'weight', 'subject': 'Piotr_Hallmann'}, {'object': '1987-01-01', 'property': 'birthDate', 'subject': 'Piotr_Hallmann'}, {'object': 'Gdynia', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': '135000000.0', 'property': 'areaTotal', 'subject': 'Gdynia'}, {'object': '1926-02-10', 'property': 'foundingDate', 'subject': 'Gdynia'}]]",[],5,815,"Output text: Piotr Hallmann was born in Gdynia, Poland on August 25, 1987. Gdynia, Poland has a total area of 135,000,000 and was founded on February 10, 1926. Piotr Hallmann weighs 70.308.",3.787351131439209
CelestialBody,"[{'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}]","[[{'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}]]",[],1,816,Output text: Grigory Neujmin was the discoverer of 1147 Stavropolis.,1.3257060050964355
Athlete,"[{'object': '175.26', 'property': 'height', 'subject': 'Piotr_Hallmann'}, {'object': 'Gdynia,_Poland', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': '1987-08-25', 'property': 'birthDate', 'subject': 'Piotr_Hallmann'}]","[[{'object': '175.26', 'property': 'height', 'subject': 'Piotr_Hallmann'}, {'object': 'Gdynia', 'property': 'birthPlace', 'subject': 'Piotr_Hallmann'}, {'object': '1987-08-25', 'property': 'birthDate', 'subject': 'Piotr_Hallmann'}]]",[],3,817,"Output text: Piotr Hallmann was born in Gdynia, Poland on 25 August 1987 and is 175.26m tall.",1.9549250602722168
Artist,"[{'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'Reuven_Rivlin', 'property': 'leader', 'subject': 'Israel'}]","[[{'object': 'Israel', 'property': 'nationality', 'subject': 'Liselotte_Grschebina'}, {'object': 'Reuven_Rivlin', 'property': 'leader', 'subject': 'Israel'}]]",[],2,818,"Output text: Liselotte Grschebina is an Israeli national, where Reuven Rivlin is the leader.",1.3912339210510254
Film,"[{'object': 'Adam_West', 'property': 'starring', 'subject': 'Super_Capers'}]","[[{'object': 'Adam_West', 'property': 'starring', 'subject': 'Super_Capers'}]]",[],1,819,Output text: Adam West starred in Super Capers.,0.8287999629974365
WrittenWork,"[{'object': 'The_Return_of_the_King', 'property': 'followedBy', 'subject': 'The_Two_Towers'}]","[[{'object': 'The_Return_of_the_King', 'property': 'subsequentWork', 'subject': 'The_Two_Towers'}]]",[],1,820,Output text: The Return of the King is the sequel to The Two Towers.,1.1421198844909668
Scientist,"[{'object': 'Reşadiye', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_lira', 'property': 'currency', 'subject': 'Turkey'}, {'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_language', 'property': 'officialLanguage', 'subject': 'Turkey'}]","[[{'object': 'Reşadiye', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_lira', 'property': 'currency', 'subject': 'Turkey'}, {'object': 'Turkey', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_language', 'property': 'officialLanguage', 'subject': 'Turkey'}]]",[],4,821,"Output text: Nurhan Atasoy was born in Reşadiye, Turkey. Turkish is the official language in Turkey and the currency is the Turkish lira.",1.7399122714996338
SportsTeam,"[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","[[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': 'Estádio_Municipal_Coaracy_da_Mata_Fonseca', 'property': 'ground', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]]",[],2,822,Output text: Agremiação Sportiva Arapiraquense play in the Campeonato Brasileiro Série C league and their home ground is the Estadio Municipal Coaracy da Mata Fonseca.,2.141418933868408
Film,"[{'object': '1970-03-08', 'property': 'birthDate', 'subject': 'Jamie_Lawrence'}]","[[{'object': '1970-03-08', 'property': 'birthDate', 'subject': 'Jamie_Lawrence'}]]",[],1,823,Output text: Jamie Lawrence was born on 8th March 1970.,1.0904231071472168
