category,modifiedtripleset,originaltripleset,lexicalisations,triplesetsize,id,prediction_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
Company,"[{'object': 'Philippines', 'property': 'location', 'subject': 'GMA_New_Media'}, {'object': 'Aquilino_Pimentel_III', 'property': 'leader', 'subject': 'Philippines'}, {'object': 'Rodrigo_Duterte', 'property': 'leader', 'subject': 'Philippines'}, {'object': 'Quezon_City', 'property': 'location', 'subject': 'GMA_New_Media'}]","[[{'object': 'Philippines', 'property': 'location', 'subject': 'GMA_New_Media'}, {'object': 'Aquilino_Pimentel_III', 'property': 'leader', 'subject': 'Philippines'}, {'object': 'Rodrigo_Duterte', 'property': 'leader', 'subject': 'Philippines'}, {'object': 'Quezon_City', 'property': 'location', 'subject': 'GMA_New_Media'}]]",[],4,1118,GMA New Media is located in the Philippines. The leader of the Philippines is Aquilino Pimentel III and Rodrigo Duterte. GMA New Media is also located in Quezon City.,1.5348951816558838
University,"[{'object': '9400', 'property': 'numberOfPostgraduateStudents', 'subject': 'University_of_Burgundy'}]","[[{'object': '9400', 'property': 'numberOfPostgraduateStudents', 'subject': 'University_of_Burgundy'}]]",[],1,1119,The University of Burgundy has 9400 postgraduate students.,0.8577568531036377
Scientist,"[{'object': 'Kingdom_of_England', 'property': 'nationality', 'subject': 'Lady_Anne_Monson'}]","[[{'object': 'Kingdom_of_England', 'property': 'nationality', 'subject': 'Lady_Anne_Monson'}]]",[],1,1120,Lady Anne Monson is associated with the Kingdom of England.,0.8863883018493652
Scientist,"[{'object': 'Reşadiye', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}]","[[{'object': 'Reşadiye', 'property': 'birthPlace', 'subject': 'Nurhan_Atasoy'}]]",[],1,1121,Nurhan Atasoy was born in Reşadiye.,0.8188214302062988
Airport,"[{'object': 'United_States_Air_Force', 'property': 'operatingOrganisation', 'subject': 'Al_Asad_Airbase'}, {'object': '3992.88', 'property': 'runwayLength', 'subject': 'Al_Asad_Airbase'}]","[[{'object': 'United_States_Air_Force', 'property': 'operator', 'subject': 'Al_Asad_Airbase'}, {'object': '""3992.88""^^xsd:double', 'property': 'runwayLength', 'subject': 'Al_Asad_Airbase'}]]",[],2,1122,Al Asad Airbase is operated by the United States Air Force. The runway length at Al Asad Airbase is 3992.88.,1.4425122737884521
Scientist,"[{'object': '1950-01-26', 'property': 'foundingDate', 'subject': 'India'}]","[[{'object': '1950-01-26', 'property': 'foundingDate', 'subject': 'India'}]]",[],1,1123,"India was founded on January 26, 1950.",0.9333958625793457
MusicalWork,"[{'object': 'Train_(band)', 'property': 'musicalBand', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Reggae', 'property': 'genre', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Pop_rock', 'property': 'genre', 'subject': 'Train_(band)'}]","[[{'object': 'Train_(band)', 'property': 'musicalBand', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Reggae', 'property': 'genre', 'subject': 'Mermaid_(Train_song)'}, {'object': 'Pop_rock', 'property': 'genre', 'subject': 'Train_(band)'}]]",[],3,1124,"The song ""Mermaid"" by the band Train is classified as a musical band. It falls under the genres of Reggae and Pop rock.",1.303528070449829
Film,"[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '94.0', 'property': 'runtime', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '282838.0', 'property': 'gross', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '5640.0', 'property': 'runtime', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '282838.0', 'property': 'gross', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],5,1125,"""It's Great to Be Young (1956 film)"" stars John Mills. The cinematography for the film was done by Gilbert Taylor. The film has a runtime of 94.0 minutes. It grossed 282838.0. The music composer for the film is Louis Levy.",1.9513254165649414
MusicalWork,"[{'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}]","[[{'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}], [{'object': '2106.0', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}]]",[],1,1126,"The album ""Turn Me On"" has a runtime of 35.1 minutes.",0.7861454486846924
MeanOfTransportation,"[{'object': '""May 1950 - August 1956""', 'property': 'buildDate', 'subject': 'ALCO_RS-3'}, {'object': 'Diesel-electric_transmission', 'property': 'powerType', 'subject': 'ALCO_RS-3'}, {'object': '17068.8 (millimetres)', 'property': 'length', 'subject': 'ALCO_RS-3'}]","[[{'object': '""May 1950 &ndash; August 1956""@en', 'property': 'builddate', 'subject': 'ALCO_RS-3'}, {'object': 'Diesel-electric_transmission', 'property': 'powertype', 'subject': 'ALCO_RS-3'}, {'object': '""17068.8""^^<http://dbpedia.org/datatype/millimetre>', 'property': 'MeanOfTransportation/length', 'subject': 'ALCO_RS-3'}]]",[],3,1127,The ALCO RS-3 locomotive was built from May 1950 to August 1956. It is powered by a diesel-electric transmission. The length of the ALCO RS-3 is 17068.8 millimeters.,1.882624864578247
Astronaut,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': '1963', 'property': 'servedAsChiefOfTheAstronautOfficeIn', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': '""NWC, M.A. 1957""', 'property': 'almaMater', 'subject': 'Alan_Shepard'}, {'object': 'Distinguished_Service_Medal_(United_States_Navy)', 'property': 'award', 'subject': 'Alan_Shepard'}]","[[{'object': '""1923-11-18""^^xsd:date', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': '1963', 'property': 'years', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': '""NWC, M.A. 1957""@en', 'property': 'almaMater', 'subject': 'Alan_Shepard'}, {'object': 'Distinguished_Service_Medal_(United_States_Navy)', 'property': 'awards', 'subject': 'Alan_Shepard'}]]",[],7,1128,"Alan Shepard was born on November 18, 1923 in New Hampshire, United States. He served as the Chief of the Astronaut Office in 1963. He received his education from NWC, M.A. in 1957. Alan Shepard was awarded the Distinguished Service Medal by the United States Navy. He passed away in California.",2.1440045833587646
CelestialBody,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1249.6', 'property': 'orbitalPeriod', 'subject': '1147_Stavropolis'}, {'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}]","[[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '1249.6', 'property': 'orbitalPeriod', 'subject': '1147_Stavropolis'}, {'object': 'Grigory_Neujmin', 'property': 'discoverer', 'subject': '1147_Stavropolis'}]]",[],3,1129,The object 1147_Stavropolis has an apoapsis of 418476000000.0. Its orbital period is 1249.6. The discoverer of 1147_Stavropolis is Grigory_Neujmin.,1.641096591949463
University,"[{'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'city', 'subject': 'University_of_Burgundy'}, {'object': 'France', 'property': 'country', 'subject': 'University_of_Burgundy'}]","[[{'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'city', 'subject': 'University_of_Burgundy'}, {'object': 'France', 'property': 'country', 'subject': 'University_of_Burgundy'}]]",[],3,1130,"The University of Burgundy is located in Dijon, which is a city in France.",1.0184872150421143
Film,"[{'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Max_Benedict', 'property': 'editing', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Max_Benedict', 'property': 'editing', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],3,1131,"""It's Great to Be Young (1956 film)"" stars Cecil Parker, was written by Ted Willis, and edited by Max Benedict.",1.2183802127838135
Film,"[{'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'director', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}]","[[{'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'director', 'subject': 'Super_Capers'}, {'object': '5880.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}]]",[],4,1132,Super Capers is a movie distributed by Lionsgate and Roadside Attractions. It is directed by Ray Griggs and has a runtime of 98.0 minutes.,1.3245470523834229
WrittenWork,"[{'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': '1954-07-29', 'property': 'releaseDate', 'subject': 'The_Fellowship_of_the_Ring'}]","[[{'object': 'J._R._R._Tolkien', 'property': 'author', 'subject': 'The_Fellowship_of_the_Ring'}, {'object': '1954-07-29', 'property': 'releaseDate', 'subject': 'The_Fellowship_of_the_Ring'}]]",[],2,1133,"J.R.R. Tolkien is the author of The Fellowship of the Ring, which was released on July 29, 1954.",1.3279290199279785
Scientist,"[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}]","[[{'object': '1934-01-01', 'property': 'birthDate', 'subject': 'Nurhan_Atasoy'}, {'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turkish_people', 'property': 'nationality', 'subject': 'Nurhan_Atasoy'}]]",[],4,1134,"Nurhan Atasoy was born on January 1, 1934. She resides in Istanbul and is a citizen of Turkey. She is of Turkish nationality.",1.4273853302001953
University,"[{'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}]","[[{'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}]]",[],2,1135,The University of Burgundy has 2900 staff members and a total of 27400 students.,0.924809455871582
Scientist,"[{'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}, {'object': 'No-hair_theorem', 'property': 'knownFor', 'subject': 'Brandon_Carter'}]","[[{'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}, {'object': 'No-hair_theorem', 'property': 'knownFor', 'subject': 'Brandon_Carter'}]]",[],2,1136,Brandon Carter is known for the Carter constant and the No-hair theorem.,0.9070158004760742
Film,"[{'object': 'Terence_Rattigan', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': '1911-01-01', 'property': 'birthDate', 'subject': 'Terence_Rattigan'}]","[[{'object': 'Terence_Rattigan', 'property': 'writer', 'subject': 'English_Without_Tears'}, {'object': '1911-01-01', 'property': 'birthDate', 'subject': 'Terence_Rattigan'}]]",[],2,1137,"Terence Rattigan, the writer of English Without Tears, was born on January 1, 1911.",1.2256629467010498
Company,"[{'object': '875400000', 'property': 'operatingIncome', 'subject': 'Trane'}]","[[{'object': '8.754E8', 'property': 'operatingIncome', 'subject': 'Trane'}]]",[],1,1138,"Trane has an operating income of 875,400,000.",0.9180405139923096
MusicalWork,"[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'E-Vinyl', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '58.41', 'property': 'runtime', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Demo_2004_(Year_of_No_Light_album)', 'property': 'precededBy', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[[{'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'E-Vinyl', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '58.416666666666664', 'property': 'runtime', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Demo_2004_(Year_of_No_Light_album)', 'property': 'previousWork', 'subject': 'Nord_(Year_of_No_Light_album)'}]]",[],4,1139,"The album ""Nord"" by Year of No Light was released on September 6, 2006. It was released under the record label E-Vinyl. The album has a runtime of 58.41 minutes. It is preceded by the album ""Demo 2004"" by Year of No Light.",2.2408530712127686
Scientist,"[{'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}]","[[{'object': 'Carter_constant', 'property': 'knownFor', 'subject': 'Brandon_Carter'}]]",[],1,1140,Brandon Carter is known for the Carter constant.,0.7172582149505615
MusicalWork,"[{'object': 'FIMI', 'property': 'certification', 'subject': 'Imagine_(John_Lennon_song)'}]","[[{'object': ')', 'property': 'certification', 'subject': 'Imagine_(John_Lennon_song)'}], [{'object': 'FIMI', 'property': 'certification', 'subject': 'Imagine_(John_Lennon_song)'}]]",[],1,1141,"The song ""Imagine"" by John Lennon has been certified by FIMI.",0.9175190925598145
MusicalWork,"[{'object': 'Lou_Reed', 'property': 'formerBandMember', 'subject': 'The_Velvet_Underground'}]","[[{'object': 'Lou_Reed', 'property': 'formerBandMember', 'subject': 'The_Velvet_Underground'}]]",[],1,1142,Lou Reed was a former band member of The Velvet Underground.,0.819225549697876
MusicalWork,"[{'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Karysun_/_Year_of_No_Light', 'property': 'followedBy', 'subject': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)'}, {'object': 'Roadburn_Festival', 'property': 'producer', 'subject': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)'}]","[[{'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'subsequentWork', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '_Year_of_No_Light', 'property': 'subsequentWork', 'subject': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)'}, {'object': 'Roadburn_Festival', 'property': 'producer', 'subject': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)'}]]",[],4,1143,"The album ""Nord"" by Year of No Light is followed by the album ""Live at Roadburn 2008"" by Year of No Light. The album ""Nord"" was produced by Year of No Light. The album ""Live at Roadburn 2008"" is followed by ""Karysun / Year of No Light"". The album ""Live at Roadburn 2008"" was produced by Roadburn Festival.",2.968350648880005
Scientist,"[{'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Recep_Tayyip_Erdoğan', 'property': 'leader', 'subject': 'Turkey'}, {'object': 'Binali_Yıldırım', 'property': 'leader', 'subject': 'Turkey'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]","[[{'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': 'Recep_Tayyip_Erdoğan', 'property': 'leader', 'subject': 'Turkey'}, {'object': 'Binali_Yıldırım', 'property': 'leader', 'subject': 'Turkey'}, {'object': 'Turkey', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}]]",[],4,1144,Nurhan Atasoy resides in Istanbul. Turkey is led by Recep Tayyip Erdogan and Binali Yildirim. Nurhan Atasoy also resides in Turkey.,1.521066665649414
Airport,"[{'object': 'Bedford_Autodrome', 'property': 'cityServed', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Bedford_Aerodrome'}, {'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': '""08/26""', 'property': 'runwayName', 'subject': 'Bedford_Aerodrome'}]","[[{'object': 'Bedford_Autodrome', 'property': 'city', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevation', 'subject': 'Bedford_Aerodrome'}, {'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': '26', 'property': 'runwayDesignation', 'subject': 'Bedford_Aerodrome'}]]",[],4,1145,"Bedford Aerodrome, also known as Bedford Autodrome, is a facility located in a city called Bedford. The aerodrome has an elevation above sea level of 83.2104 meters. It has a runway with a length of 1095.0 meters, and the runway is named ""08/26"".",2.4572196006774902
Airport,"[{'object': 'MotorSport_Vision', 'property': 'operatingOrganisation', 'subject': 'Bedford_Aerodrome'}, {'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': 'Bedford_Autodrome', 'property': 'cityServed', 'subject': 'Bedford_Aerodrome'}, {'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '""08/26""', 'property': 'runwayName', 'subject': 'Bedford_Aerodrome'}]","[[{'object': 'MotorSport_Vision', 'property': 'operator', 'subject': 'Bedford_Aerodrome'}, {'object': '1095.0', 'property': 'runwayLength', 'subject': 'Bedford_Aerodrome'}, {'object': 'Bedford_Autodrome', 'property': 'city', 'subject': 'Bedford_Aerodrome'}, {'object': 'Thurleigh', 'property': 'location', 'subject': 'Bedford_Aerodrome'}, {'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '26', 'property': 'runwayDesignation', 'subject': 'Bedford_Aerodrome'}]]",[],6,1146,"Bedford Aerodrome is operated by MotorSport Vision. It has a runway length of 1095.0. The city served by Bedford Aerodrome is Bedford. It is located in Thurleigh. The ICAO location identifier for Bedford Aerodrome is EGBF. The runway at Bedford Aerodrome is named ""08/26"".",2.553443670272827
University,"[{'object': 'Dijon', 'property': 'city', 'subject': 'University_of_Burgundy'}, {'object': '21000', 'property': 'postalCode', 'subject': 'Dijon'}, {'object': '16800', 'property': 'numberOfUndergraduateStudents', 'subject': 'University_of_Burgundy'}, {'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}]","[[{'object': 'Dijon', 'property': 'city', 'subject': 'University_of_Burgundy'}, {'object': '21000', 'property': 'postalCode', 'subject': 'Dijon'}, {'object': '16800', 'property': 'numberOfUndergraduateStudents', 'subject': 'University_of_Burgundy'}, {'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}]]",[],4,1147,The University of Burgundy is located in the city of Dijon. The postal code of Dijon is 21000. The University of Burgundy has 16800 undergraduate students and a staff of 2900.,1.8489680290222168
MusicalWork,"[{'object': 'Amund_Bjørklund', 'property': 'writer', 'subject': 'Mermaid_(Train_song)'}]","[[{'object': 'Amund_Bjørklund', 'property': 'writer', 'subject': 'Mermaid_(Train_song)'}]]",[],1,1148,"Amund Bjørklund is the writer of the song ""Mermaid"" by Train.",1.0119004249572754
Scientist,"[{'object': 'Darlington', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': '1726-01-01', 'property': 'birthDate', 'subject': 'Lady_Anne_Monson'}]","[[{'object': 'Darlington', 'property': 'birthPlace', 'subject': 'Lady_Anne_Monson'}, {'object': '1726-01-01', 'property': 'birthDate', 'subject': 'Lady_Anne_Monson'}]]",[],2,1149,"Lady Anne Monson was born on January 1, 1726 in Darlington.",0.9178347587585449
Company,"[{'object': 'Mayor', 'property': 'leaderTitle', 'subject': 'La_Crosse,_Wisconsin'}]","[[{'object': 'Mayor', 'property': 'leaderTitle', 'subject': 'La_Crosse,_Wisconsin'}]]",[],1,1150,"The leader title of La Crosse, Wisconsin is Mayor.",0.817537784576416
University,"[{'object': '""In Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""B.M. Reddy""', 'property': 'president', 'subject': 'Acharya_Institute_of_Technology'}]","[[{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliation', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""B.M. Reddy""@en', 'property': 'president', 'subject': 'Acharya_Institute_of_Technology'}], [{'object': '""Urban, ,\\nIn Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090.""@en', 'property': 'campus', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Visvesvaraya_Technological_University', 'property': 'affiliations', 'subject': 'Acharya_Institute_of_Technology'}, {'object': 'Bangalore', 'property': 'city', 'subject': 'Acharya_Institute_of_Technology'}, {'object': '""B.M. Reddy""@en', 'property': 'president', 'subject': 'Acharya_Institute_of_Technology'}]]",[],4,1151,"Acharya Institute of Technology is located in Soldevanahalli, Acharya Dr. Sarvapalli Radhakrishnan Road, Hessarghatta Main Road, Bangalore – 560090. It is affiliated with Visvesvaraya Technological University. The institute is situated in Bangalore and its president is B.M. Reddy.",2.3587090969085693
Astronaut,"[{'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '""1974-08-01""', 'property': 'dateOfRetirement', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}]","[[{'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '""1974-08-01""^^xsd:date', 'property': 'dateOfRet', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}]]",[],3,1152,"Alan Shepard was born in New Hampshire. He retired on August 1, 1974. He passed away in California.",1.21913743019104
ComicsCharacter,"[{'object': 'Broadcasting_House', 'property': 'city', 'subject': 'BBC'}, {'object': 'BBC', 'property': 'broadcastedBy', 'subject': 'Bananaman'}, {'object': '""1983-10-03""', 'property': 'firstAired', 'subject': 'Bananaman'}]","[[{'object': 'Broadcasting_House', 'property': 'locationCity', 'subject': 'BBC'}, {'object': 'BBC', 'property': 'network', 'subject': 'Bananaman'}, {'object': '""1983-10-03""^^xsd:date', 'property': 'firstAired', 'subject': 'Bananaman'}]]",[],3,1153,"BBC is the broadcaster of Bananaman. Bananaman first aired on October 3, 1983. Broadcasting House is located in the city of BBC.",1.435135841369629
Film,"[{'object': '0004319', 'property': 'imdbId', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'starring', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'The_Progressive_Motion_Picture_Company', 'property': 'producer', 'subject': 'McVeagh_of_the_South_Seas'}]","[[{'object': '0004319', 'property': 'imdbId', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'starring', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'The_Progressive_Motion_Picture_Company', 'property': 'producer', 'subject': 'McVeagh_of_the_South_Seas'}]]",[],4,1154,"The movie ""McVeagh of the South Seas"" has an IMDb ID of 0004319. It stars Harry Carey (actor born 1878) and was written by Harry Carey (actor born 1878). The producer of the movie is The Progressive Motion Picture Company.",2.0363876819610596
Artist,"[{'object': 'Death_metal', 'property': 'musicFusionGenre', 'subject': 'Black_metal'}, {'object': 'Black_metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Old_Man_Gloom', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}]","[[{'object': 'Death_metal', 'property': 'musicFusionGenre', 'subject': 'Black_metal'}, {'object': 'Black_metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Old_Man_Gloom', 'property': 'associatedBand', 'subject': 'Aaron_Turner'}], [{'object': 'Death_metal', 'property': 'musicFusionGenre', 'subject': 'Black_metal'}, {'object': 'Black_metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Old_Man_Gloom', 'property': 'associatedMusicalArtist', 'subject': 'Aaron_Turner'}]]",[],3,1155,Aaron Turner is associated with the band Old Man Gloom. He is also associated with the genre of Black metal. Black metal is a fusion genre of Death metal.,1.4292352199554443
Politician,"[{'object': 'Casey_Ribicoff', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'New_York_City', 'property': 'deathPlace', 'subject': 'Abraham_A._Ribicoff'}]","[[{'object': 'Casey_Ribicoff', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'New_York_City', 'property': 'deathPlace', 'subject': 'Abraham_A._Ribicoff'}]]",[],3,1156,Abraham A. Ribicoff was married to Casey Ribicoff. He was born in the United States and died in New York City.,1.3249273300170898
