id,category,tripleset_size,tripleset,lexicalisations,prediction_gpt-3.5-turbo-0613,bleu_nltk_gpt-3.5-turbo-0613,meteor_gpt-3.5-turbo-0613,execution_time_gpt-3.5-turbo-0613
733,MusicalWork,5,"[{'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}, {'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'artist', 'subject': 'Turn_Me_On_(album)'}, {'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Let_It_Breed', 'property': 'precededBy', 'subject': 'Turn_Me_On_(album)'}, {'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}]","['The album Turn me on was created by the honeymoon killers. This song lasts 35.1 minutes and was preceded by the album Let it Breed. Wharton Tiers produced it .', 'The album Turn Me On preceded by the album Let It Breed is produced by Wharton Tiers and the Honeymoon Killers, an American band, who are the actual performers of the album. The album lasts 35 minutes 10 seconds.', 'The album Turn Me On (runtime 35.1 minutes) by the Honeymoon Killers self produced it along with Wharton Tiers. It was preceded by the album Let It Breed.']","The album ""Turn Me On"" has a runtime of 35.1 minutes. It is performed by The Honeymoon Killers and produced by The Honeymoon Killers and Wharton Tiers. It is preceded by the album ""Let It Breed"".",0.1248901686318688,0.5714163237311387,2.0430281162261963
734,MeanOfTransportation,6,"[{'object': '1997', 'property': 'productionStartYear', 'subject': 'Pontiac_Rageous'}, {'object': 'Michigan', 'property': 'assembly', 'subject': 'Pontiac_Rageous'}, {'object': 'Detroit', 'property': 'assembly', 'subject': 'Pontiac_Rageous'}, {'object': '1997', 'property': 'productionEndYear', 'subject': 'Pontiac_Rageous'}, {'object': 'Coupe', 'property': 'bodyStyle', 'subject': 'Pontiac_Rageous'}, {'object': 'Pontiac', 'property': 'manufacturer', 'subject': 'Pontiac_Rageous'}]","['The Pontiac Rageous was a car with a coupe body style manufactured by Pontiac. Assembled in both Michigan and Detroit, it went into production in 1997, ending in the same year.', 'The Pontiac Rageous, a coupe manufactured by Pontiac, was assembled in Detroit, Michigan starting production in 1997. The last production of the Pontiac Rageous was in 1997.', 'The Pontiac Rageous, a coupe body style car that was first produced in 1997, was manufactured by Pontiac and assembled in Detroit, Michigan. The last production of the Pontiac Rageous was in 1997.']","The Pontiac Rageous, manufactured by Pontiac, was produced from 1997 to 1997. It was assembled in Michigan, specifically in Detroit. The body style of the Pontiac Rageous is a coupe.",0.24644020519165843,0.6028128250350472,1.635310411453247
735,University,3,"[{'object': '2900', 'property': 'staff', 'subject': 'University_of_Burgundy'}, {'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}, {'object': '1299', 'property': 'numberOfDoctoralStudents', 'subject': 'University_of_Burgundy'}]","['With 2900 staff members, The University of Burgundy services 27400 students, 1299 of whom are working on their doctorate degrees.', 'The University of Burgundy has 2900 staff members, 27400 students, and 1299 doctoral students.']","The University of Burgundy has a staff of 2900. It has a total of 27400 students, including 1299 doctoral students.",0.27571859863660825,0.6563455224725462,1.6345515251159668
736,Monument,7,"[{'object': '2000', 'property': 'established', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Frederick_County,_Maryland', 'property': 'hasToItsSouthwest', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Gettysburg,_Pennsylvania', 'property': 'municipality', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'hasToItsSoutheast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': '""United States""', 'property': 'country', 'subject': '11th_Mississippi_Infantry_Monument'}]","['The 11th Mississippi Infantry Monument is not in Mississippi, as one might expect, but rather in Gettysburg, Pennsylvania. Part of Adams County in the U.S. state of Pennsylvania, this location is near the Maryland counties of Frederick, to the southwest, and Carroll, to the southeast. The monument was established in 2000 and is categorized as a Contributing Property.', 'Erected in 2000, the monument to the 11th Mississippi infantry is a contributing property based in the US, in Adams County, Pennsylvania, in the municipality of Gettysburg. Southwest of this is Frederick County, Maryland and Southeast is Carroll County.', 'The 11th Mississippi Infantry Monument (established in 2000) is in the municipality of Gettysburg, Adams County in Pennsylvania which is located in the southwest to the Frederick County and southeast to the Carroll Country, Maryland. It falls under the category of Contributing property of the United States.']","The 11th Mississippi Infantry Monument was established in 2000. It is located in Adams County, Pennsylvania, which is a municipality in Gettysburg, Pennsylvania. Adams County, Pennsylvania is situated to the southwest of Frederick County, Maryland and to the southeast of Carroll County, Maryland. The 11th Mississippi Infantry Monument is considered a contributing property and is located in the United States.",0.31007893194040864,0.6049510518109551,2.8631725311279297
737,Scientist,4,"[{'object': 'Istanbul', 'property': 'residence', 'subject': 'Nurhan_Atasoy'}, {'object': '+2', 'property': 'utcOffset', 'subject': 'Istanbul'}, {'object': 'Turkey', 'property': 'citizenship', 'subject': 'Nurhan_Atasoy'}, {'object': 'Turk', 'property': 'demonym', 'subject': 'Turkey'}]","['Nurhan Atasoy a Turk (demonym for residents of Turkey) is residing in Istanbul which is located in the +2 UTC timezone.', 'Nurhan Atasoy, whose citizenship is Turkish, has a residence in Istanbul. The demonym for people who live in Turkey, which is located in the +2 UTC timezone, is ""Turk"".', 'Nurhan Atasoy a Turk citizen (an inhabitant of Turkey) resides in Istanbul which has the UTC offset as +2.']","Nurhan Atasoy resides in Istanbul, Turkey. Istanbul has a UTC offset of +2. Nurhan Atasoy is a citizen of Turkey, and the demonym for Turkey is Turk.",0.06675688728519474,0.5071424302193532,1.7354121208190918
738,City,3,"[{'object': '1777539', 'property': 'populationMetro', 'subject': 'Ciudad_Ayala'}, {'object': '""City Manager""', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'Council-manager_government', 'property': 'governmentType', 'subject': 'Ciudad_Ayala'}]","['Ciudad Ayala population in the metropolitan area is 1777539 and the leader title is City Manager. The government type in the city of Ciudad Ayala is council-manager.', 'The population of the metropolitan are of Ciudad Ayala is 1,777,539. It uses a type of government called council-manager government and one of the leaders of Ciudad Ayala is the City manager.', 'The government type of Ciudad Ayala is the council-manager government, one of the leaders is the city manager and the population of the metropolitan area is 1,777,539.']","Ciudad Ayala has a metropolitan population of 1,777,539. It is governed under a council-manager government system, with the leader holding the title of ""City Manager"".",0.0699328132977589,0.4033546325878593,1.4250156879425049
739,MusicalWork,3,"[{'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}, {'object': '1953-01-01', 'property': 'birthDate', 'subject': 'Wharton_Tiers'}, {'object': 'Wharton_Tiers', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}]","['Wharton Tiers, born on January the 1st, 1953, is producing the album Turn Me On with the Honeymoon Killers.', 'Wharton Tiers born on January, 1st 1953, and is the owner of The Honeymoon Killers which is the producer of the Turn Me On album.', 'The American band, the Honeymoon Killers, self-produced its album, Turn Me On. Along with music producer Wharton Tiers, born January 1, 1953.']","The album ""Turn Me On"" was produced by The Honeymoon Killers. Wharton Tiers, who was born on January 1, 1953, also served as a producer for the album.",0.09782375748961449,0.4820018459645165,1.534677267074585
740,Airport,3,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '3500.0', 'property': 'runwayLength', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': '""Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas""', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}]","['Adolfo Suarez Madrid-Barajas airport is located at Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas. This airport is operated by ENAIRE and has a runway length of 3500.', 'Adolfo Suarez Madrid-Barajas Airport, operated by ENAIRE, is located in Madrid, Paracuellos de Jarama, San Sebastian de los Reyes and Alcobendas. Its runway length is 3500.', 'Adolfo Suárez Madrid–Barajas Airport can be found in Madrid, Paracuellos de Jarama, San Sebastián de los Reyes and Alcobendas. It has a runway length 3,500 and is operated by ENAIRE.']","Adolfo Suárez Madrid–Barajas Airport is operated by ENAIRE. It has a runway length of 3500.0. The airport is located in Madrid, Paracuellos de Jarama, San Sebastián de los Reyes, and Alcobendas.",0.6683680586284918,0.8111893687707641,2.0517306327819824
741,MusicalWork,3,"[{'object': 'Brian_Kelly_(composer_&_pianist)', 'property': 'artist', 'subject': 'Expect_a_Miracle'}, {'object': 'Instrumental_music', 'property': 'genre', 'subject': 'Expect_a_Miracle'}, {'object': 'Easy_listening', 'property': 'genre', 'subject': 'Expect_a_Miracle'}]","['Artist Brian Kelly, who is a composer & pianist, created Expect a Miracle, which is an easy listening album in the instrumental music genre.', 'Expect a Miracle by Brian Kelly falls until both the instrumental genre and the easy listening genre.', 'Expect a Miracle by Brian Kelly falls under both the instrumental genre and the easy listening genre.']",Expect a Miracle is an artist Brian Kelly (composer & pianist). The genre of the music is instrumental and falls under the category of easy listening.,0.10582542464758467,0.605765098674424,1.425126075744629
742,Film,7,"[{'object': 'Stacy_Katzman', 'property': 'editing', 'subject': 'Super_Capers'}, {'object': 'English_language', 'property': 'language', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}, {'object': 'Roadside_Attractions', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': 'Lionsgate', 'property': 'distributor', 'subject': 'Super_Capers'}, {'object': '2000000.0', 'property': 'budget', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}]","['Super Capers is a 98 minute English movie that was distributed by Roadside Attractions and Lionsgate. It was directed by Ray Griggs and edited by Stacy Katzman. The budget was $2,000,000.', 'Super Capers, a 98-minute, English-language film distributed by Lionsgate and Roadside Attractions, had a $2,000,000 budget, and was written by Ray Griggs and edited by Stacy Katzman.', 'Super Capers, which was distributed by Roadside Attractions and Lionsgate, had a budget of 2,000,000 dollars and a running time of 98 minutes. Super Capers, which is a movie in English, was written by Ray Griggs and edited by Stacy Katzman.']","Super Capers is a movie that was edited by Stacy Katzman. It is in the English language and has a runtime of 98.0 minutes. The movie was distributed by Roadside Attractions and Lionsgate. It had a budget of 2,000,000.0 dollars. The writer of Super Capers is Ray Griggs.",0.34749858483459106,0.5518656557934082,2.562140226364136
743,Scientist,5,"[{'object': 'India', 'property': 'residence', 'subject': 'Lady_Anne_Monson'}, {'object': 'Indian', 'property': 'demonym', 'subject': 'India'}, {'object': '1293057000', 'property': 'populationTotal', 'subject': 'India'}, {'object': '1726-01-01', 'property': 'birthDate', 'subject': 'Lady_Anne_Monson'}, {'object': 'Botany', 'property': 'professionalField', 'subject': 'Lady_Anne_Monson'}]","[""India's total population is 1,293,057,000 and the country’s demonym is Indian. Lady Anne Monson, born January 1, 1726, known for her study of botany, resided here most of her life."", 'Lady Anne Monson was born on 01-01-1726 and was in the professional field of botany. Her residence is in India, which has a total population of 1, 293, 057, 000 and whose demonym for people from India is called Indian.', 'Lady Anne Monson, who was born on the date January 1, 1726, currently resides in India where the total population is 1293057000 and demonym for a person from India is Indian and she works in the professional field of Botany.']","Lady Anne Monson resides in India, which has a population of 1,293,057,000. Lady Anne Monson was born on 1 January 1726 and her professional field is Botany. The demonym for India is Indian.",0.34335742724395907,0.5980584790038695,2.058292388916016
744,Film,4,"[{'object': 'Stacy_Katzman', 'property': 'editing', 'subject': 'Super_Capers'}, {'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'Tom_Sizemore', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'English_language', 'property': 'language', 'subject': 'Super_Capers'}]","['The English-language film, Super Capers, was edited by Stacy Katzman, and stars Michael Rooker and Tom Sizemore.', 'Super Capers is an English-language movie that stars Michael Rooker and Tom Sizemore. It was edited by Stacy Katzman.', 'Super Capers is an English-language movie starring Michael Rooker and Tom Sizemore. It was edited by Stacy Katzman.']",Stacy Katzman is responsible for editing the movie Super Capers. The movie stars Michael Rooker and Tom Sizemore. It is in the English language.,0.2741229265391949,0.6218264635603346,1.3339173793792725
745,Artist,3,"[{'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Black_metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': '1995', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]","['Aaron Turner a Black metal musician in the Lotus Eaters band started performing in 1995.', 'Aaron Turner, a musician from the Lotus Eaters band who started performing in 1995, plays black metal music.', 'Aaron Turner is a musician in the Black Metal band, Lotus Eaters, who began performing in 1995.']",Aaron Turner is associated with the band Lotus Eaters. He is also associated with the genre of black metal. Aaron Turner started his active years in 1995.,0.07725039773573085,0.42485901539399484,1.744936466217041
746,Astronaut,7,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': '1963', 'property': 'servedAsChiefOfTheAstronautOfficeIn', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': '1959', 'property': 'selectedByNasa', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': '""NWC, M.A. 1957""', 'property': 'almaMater', 'subject': 'Alan_Shepard'}]","['Alan Shepard is an American who was born on November 18, 1923 in New Hampshire, went to school at NWC and graduated with an MA in 1957, was selected by NASA in 1959, was the Chief of the Astronaut Office in 1963 and died in California.', 'Alan Shepard, a United States native, who served as Chief of the Astronaut Office in 1963, graduated from NWC in 1957 with an M.A. He was selected by NASA in 1959. Shepard was born in New Hampshire on November 18, 1923 and died in California.', 'Alan Shepard was born on November 18th, 1923, in New Hampshire. His nationality is American. He graduated from NWC with an M.A in 1957. NASA selected him in 1959, and he was the chief of Astronaut office in 1963. He died in California.']","Alan Shepard was born on November 18, 1923, in New Hampshire. He was a citizen of the United States and attended NWC, M.A. 1957 as his alma mater. In 1959, he was selected by NASA. He served as the Chief of the Astronaut Office in 1963. He passed away in California.",0.36957407897891,0.6109589041095891,2.348641157150269
747,Politician,2,"[{'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Abraham_A._Ribicoff'}]","['Abraham A. Ribicoff was born and raised in the US.', 'Abraham A. Ribicoff was born in the United States Of America.', 'Abraham A. Ribicoff, a United States national, was born in the US.']",Abraham A. Ribicoff was born in the United States and holds United States nationality.,0.6115380576901023,0.7920900251283733,1.1179375648498535
748,Astronaut,7,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'United_States', 'property': 'nationality', 'subject': 'Alan_Shepard'}, {'object': '1963', 'property': 'servedAsChiefOfTheAstronautOfficeIn', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Apollo_14', 'property': 'mission', 'subject': 'Alan_Shepard'}, {'object': 'Distinguished_Service_Medal_(United_States_Navy)', 'property': 'award', 'subject': 'Alan_Shepard'}]","['American Alan Shepard, who was the Chief of the Astronaut Office in 1963, and a member of the Apollo 14 crew, was awarded the Distinguished Service Medal in the United States Navy. He was born in New Hampshire on Nov 18, 1923 and died in California.', 'United States citizen, Alan Shepard, who was born in New Hampshire on November 18, 1923 and died in California, served as Chief of the Astronaut Office in 1963. He also served as a crew member of Apollo 14, and was awarded the Distinguished Service Medal by the United States Navy.', 'Apollo 14 crew man Alan Shepard is an American who was born in New Hampshire in 1923 and died in California. He was the Chief of the Astronaut Office in 1963 and was awarded the Distinguished Service Medal by the US Navy.']","Alan Shepard, born on 18 November 1923 in New Hampshire, was a United States national. He served as the Chief of the Astronaut Office in 1963. He received the Distinguished Service Medal (United States Navy). He passed away in California. He was part of the Apollo 14 mission.",0.36837567107214303,0.5626658884673643,2.559615135192871
749,MusicalWork,3,"[{'object': '35.1', 'property': 'runtime', 'subject': 'Turn_Me_On_(album)'}, {'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'artist', 'subject': 'Turn_Me_On_(album)'}, {'object': 'The_Honeymoon_Killers_(American_band)', 'property': 'producer', 'subject': 'Turn_Me_On_(album)'}]","['The album Turn Me On (produced by American band the Honeymoon Killers) is 35 minutes 10 seconds long.', 'The American band, the Honeymoon Killers, self-produced its album called Turn Me On, which has a run time of 35.1 minutes.', ""The Honeymoon Killers' album Turn Me On runs 35.1 minutes. The Honeymoon Killers also produced the album.""]","The album ""Turn Me On"" has a runtime of 35.1 minutes. It is performed by The Honeymoon Killers and produced by The Honeymoon Killers.",0.14244659138861981,0.44988941915958564,1.6509804725646973
750,SportsTeam,3,"[{'object': 'Campeonato_Brasileiro_Série_C', 'property': 'league', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '2015', 'property': 'season', 'subject': 'Agremiação_Sportiva_Arapiraquense'}, {'object': '17000', 'property': 'numberOfMembers', 'subject': 'Agremiação_Sportiva_Arapiraquense'}]","['Agremiacao Sportiva Arapiraquense played in 2015, in the Campeonato Brasileiro Serie C league. The club has 17000 members.', 'Agremiacao Sportiva Arapiraquense of the Campeonato Brasileiro Serie C league played in the 2015 season and has 17000 members.', 'Agremiacao Sportiva Arapiraquense has 17000 members and play in the Campeonato Brasileiro Serie C league. They played in the 2015 season.']","Agremiação Sportiva Arapiraquense participated in the Campeonato Brasileiro Série C league in the 2015 season. It had a total of 17,000 members.",0.2672825520622499,0.5829015544041449,1.7289271354675293
751,Film,3,"[{'object': 'John_Mills', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Gilbert_Taylor', 'property': 'cinematography', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': '282838.0', 'property': 'gross', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[""It's Great to Be Young is a 1956 film by Gilbert Taylor's cinematography; it cost 282838 and starred John Mills."", ""It's Great to Be Young is a 1956 film which received £282,838, with John Mills playing the lead and Gilbert Taylor as cinematographer."", 'Gilbert Taylor was the cinematographer of the movie ""It\'s Great to Be Young"", which brought in 282,838 pounds at the box office. John Mills had a main role in the film.']","""It's Great to Be Young (1956 film)"" stars John Mills and features cinematography by Gilbert Taylor. The film grossed 282,838.0.",0.2415725261015974,0.46875,1.6195688247680664
752,University,2,"[{'object': '27400', 'property': 'numberOfStudents', 'subject': 'University_of_Burgundy'}, {'object': 'Dijon', 'property': 'campus', 'subject': 'University_of_Burgundy'}]","['The University of Burgundy in Dijon has 27400 students.', 'The University of Burgundy is located in Dijon and has 27400 students.', 'The campus of the University of Burgundy is located in Dijon and has 27400 number of students.']","The University of Burgundy has 27,400 students and its campus is located in Dijon.",0.28110041382951884,0.7053228091479459,1.2400667667388916
753,Food,5,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Condensed_milk', 'property': 'ingredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","['Bionico (a dish served for dessert) is a food made with condensed milk found in Mexico. Mexicans are people in Mexico, the currency in Mexico is the Mexican peso.', 'Bionico (is a dessert) is a food made with condensed milk found in Mexico. The currency in Mexico is the Mexican peso inhabited by Mexicans.', 'Bionico (served at the dessert course) is a food made with condensed milk found in Mexico. The currency in Mexico is the peso inhabited by the Mexicans.']",Mexico uses the Mexican peso as its currency and its people are called Mexicans. Bionico is a dessert that includes condensed milk as an ingredient and it is associated with Mexico.,0.0819143491294813,0.4703993055555556,1.5352022647857666
754,MusicalWork,7,"[{'object': 'The_Velvet_Underground', 'property': 'artist', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'The_Velvet_Underground', 'property': 'producer', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': '230.05', 'property': 'runtime', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'United_States', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'St._Louis,_Missouri', 'property': 'recordedIn', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Rock_music', 'property': 'genre', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}, {'object': 'Squeeze_(The_Velvet_Underground_album)', 'property': 'precededBy', 'subject': 'Bootleg_Series_Volume_1:_The_Quine_Tapes'}]","['After releasing their album Squeeze, music group the Velvet Underground produced and released rock music album Bootleg Series Volume 1: The Quine Tapes, which they recorded in St Louis Missouri, USA. The album has a total length of 230:05 minutes.', 'The Bootleg Series Volume I: The Quine Tapes created and produced by The Velvet Underground with runtime of 230.05 minutes was recorded in St. Louis, Missouri, United States. The rock music genre album is preceded by the Velvet Underground album Squeeze.', 'After releasing their album Squeeze, music group the Velvet Underground produced and released rock music album Bootleg Series Volume 1: The Quine Tapes which they recorded in St Louis Missouri, USA. The album has a total run time of 230:05.']","The album ""Bootleg Series Volume 1: The Quine Tapes"" is by The Velvet Underground. It was produced by The Velvet Underground and has a runtime of 230.05 minutes. It was recorded in the United States, specifically in St. Louis, Missouri. The genre of the album is rock music. It is preceded by the album ""Squeeze"" by The Velvet Underground.",0.2436573185046295,0.5430036344755971,2.967957735061645
755,Film,4,"[{'object': 'Harry_Carey_(actor_born_1878)', 'property': 'director', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Alliance_Films_Corporation', 'property': 'distributor', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Gregory_Allen', 'property': 'director', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': '0004319', 'property': 'imdbId', 'subject': 'McVeagh_of_the_South_Seas'}]","['""McVeagh of the South Seas"" is distributed by Alliance Films Corporation and has the IMDb id of 0004319. It’s directed by Harry Carey and Gregory Allen. Carey was born in 1878.', 'McVeagh of the South Seas was a movie directed by Harry Carey and Gregory Allen. It starred Carey and was distributed by Alliance Films Corporations. The movie can be found on IMDb by inputting the ID of 0004319.', ""Born in 1878, Harry Carey was the director and actor in the film, 'McVeagh of the South Seas'. It was also distributed and directed by Gregory Allen and Alliance Films Corporation. It can be found on the IMDb with the id number of 0004319.""]",McVeagh of the South Seas was directed by Harry Carey (actor born 1878) and Gregory Allen. It was distributed by Alliance Films Corporation. The IMDb ID for the movie is 0004319.,0.4796912705782464,0.5610395482018499,1.7411794662475586
756,Scientist,4,"[{'object': 'General_relativity', 'property': 'professionalField', 'subject': 'Brandon_Carter'}, {'object': 'Dennis_William_Sciama', 'property': 'doctoralAdvisor', 'subject': 'Brandon_Carter'}, {'object': 'England', 'property': 'birthPlace', 'subject': 'Brandon_Carter'}, {'object': '1942-01-01', 'property': 'birthDate', 'subject': 'Brandon_Carter'}]","['Brandon Carter was born in England on January 1st, 1942. His contributions to the field of general relativity were conducted under Dennis William Sciama, his doctoral advisor.', 'Brandon Carter was born in England on January 1, 1942. His doctoral advisor was Dennis William Sciama and his professional field was General Relativity.', 'Brandon Carter was born on January 1, 1942 in England. He worked in the field of General Relativity where Dennis William Sciama was his doctoral advisor.']",Brandon Carter is a professional in the field of general relativity. He was advised by Dennis William Sciama for his doctoral studies. He was born in England on 1 January 1942.,0.31454352182114503,0.6723339352002422,1.7275526523590088
757,Film,2,"[{'object': 'Sarah_Teale', 'property': 'director', 'subject': 'Death_on_a_Factory_Farm'}, {'object': '83.0', 'property': 'runtime', 'subject': 'Death_on_a_Factory_Farm'}]","['Sarah Teale directed the movie Death on a Factory Farm which has a duration of 83 minutes.', ""The film 'Death on a Factory Farm' was directed by Sarah Teale and is 83 minutes long."", 'Death on a Factory Farm is directed by Sarah Teale and has a running time of 83.0.']","Sarah Teale is the director of the documentary film ""Death on a Factory Farm"" which has a runtime of 83.0 minutes.",0.14585102650427112,0.5808872423292485,1.3272318840026855
758,Airport,3,"[{'object': 'EGBF', 'property': 'icaoLocationIdentifier', 'subject': 'Bedford_Aerodrome'}, {'object': '83.2104', 'property': 'elevationAboveTheSeaLevel', 'subject': 'Bedford_Aerodrome'}, {'object': 'Concrete', 'property': 'runwaySurfaceType', 'subject': 'Bedford_Aerodrome'}]","['Bedford Aerodrome, which is made of concrete and has an ICAO location identifier of EGBF, is located 83.2 meters above sea level.', ""Bedford Aerodrome's ICAO identifier is EGBF. It is located 83.2104 meters above sea level and has a runway made of concrete."", 'Bedford Aerodrome is at an elevation of 83.2104 above sea level, its runway surface is made out of concrete. Its international civil Aviation organization (ICAO) identifier is EGBF.']","Bedford Aerodrome, with the ICAO location identifier EGBF, has an elevation above sea level of 83.2104. The runway surface type at Bedford Aerodrome is concrete.",0.17503938275574746,0.458395615346288,1.954627513885498
759,CelestialBody,2,"[{'object': '418476000000.0', 'property': 'apoapsis', 'subject': '1147_Stavropolis'}, {'object': '11.5', 'property': 'absoluteMagnitude', 'subject': '1147_Stavropolis'}]","['The apoapsis of 1147 Stavropolis is 418476000000.0 and the absolute magnitude is 11.5.', '1147 Stavropolis apoapsis is 418476000000.0, and its absolute magnitude is 11.5.', '1147 Stavropolis absolute magnitude is 11.5, and the apoapsis of the 1147 Stavropolis asteroid is 418476000000.0 AU.']","The apoapsis of 1147 Stavropolis is 418,476,000,000.0 and its absolute magnitude is 11.5.",0.7611606003349892,0.8642857142857141,1.449507474899292
760,Politician,4,"[{'object': '""Ruth Ribicoff""', 'property': 'spouse', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'Democratic_Party_(United_States)', 'property': 'party', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'United_States', 'property': 'birthPlace', 'subject': 'Abraham_A._Ribicoff'}, {'object': 'African_Americans', 'property': 'ethnicGroup', 'subject': 'United_States'}]","['Abraham A. Ribicoff, a member of the United States Democratic Party, was born in the United States where African Americans are an ethnic group. His wife is Ruth Ribicoff.', 'Abraham A. Ribicoff who was a member of the Democratic Party in the USA was born in the USA where African Americans are an ethnic group and was married to Ruth Ribicoff.', 'The Democratic Party in the United States counted as one of its members Abraham A. Ribicoff. Abraham was born in the USA where African Americans are an ethnic group and was married to Ruth Ribicoff.']",Abraham A. Ribicoff was married to Ruth Ribicoff. He was a member of the Democratic Party in the United States. He was born in the United States. The United States is home to African Americans.,0.5071960939456881,0.5933526085510326,1.8074712753295896
761,Athlete,2,"[{'object': '1987-08-25', 'property': 'birthDate', 'subject': 'Piotr_Hallmann'}, {'object': '175.26', 'property': 'height', 'subject': 'Piotr_Hallmann'}]","['Born on August 25, 1987, Piotr Hallmann was 175.26 cm tall.', 'Born on August 25th, 1987, Piotr Hallmann stands at 175.26 cm tall.', 'Piotr Hallmann is 175.26 cm tall and was born on August 25, 1987.']",Piotr Hallmann was born on 25 August 1987 and has a height of 175.26.,0.1847686042052219,0.4977876106194691,1.3230223655700684
